都道府県名,市区町村名,大字・町名,字・丁目名,総数
和歌山県,和歌山市,島崎町,二丁目,147
和歌山県,和歌山市,島崎町,三丁目,155
和歌山県,和歌山市,島崎町,六丁目,225
和歌山県,和歌山市,島崎町,,350
和歌山県,和歌山市,島崎町,,522
和歌山県,みなべ町,島之瀬,,98
和歌山県,橋本市,東家,五丁目,175
和歌山県,橋本市,東家,二丁目,188
和歌山県,橋本市,東家,一丁目,229
和歌山県,橋本市,東家,六丁目,255
和歌山県,橋本市,東家,,319
和歌山県,橋本市,東家,三丁目,334
和歌山県,橋本市,東家,四丁目,478
和歌山県,橋本市,東家,,1978
和歌山県,みなべ町,東岩代,,467
和歌山県,みなべ町,東吉田,,796
和歌山県,和歌山市,東高松,二丁目,404
和歌山県,和歌山市,東高松,一丁目,425
和歌山県,和歌山市,東高松,四丁目,449
和歌山県,和歌山市,東高松,三丁目,498
和歌山県,和歌山市,東高松,,1776
和歌山県,和歌山市,東紺屋町,,271
和歌山県,田辺市,東山,一丁目,321
和歌山県,田辺市,東山,二丁目,845
和歌山県,田辺市,東山,,1166
和歌山県,和歌山市,東小二里町,,409
和歌山県,みなべ町,東神野川,,160
和歌山県,和歌山市,東鍛冶屋町,,63
和歌山県,和歌山市,東仲間町,,145
和歌山県,和歌山市,東長町,三丁目,23
和歌山県,和歌山市,東長町,五丁目,37
和歌山県,和歌山市,東長町,六丁目,43
和歌山県,和歌山市,東長町,十丁目,47
和歌山県,和歌山市,東長町,一丁目,55
和歌山県,和歌山市,東長町,四丁目,55
和歌山県,和歌山市,東長町,八丁目,56
和歌山県,和歌山市,東長町,二丁目,78
和歌山県,和歌山市,東長町,七丁目,102
和歌山県,和歌山市,東長町,,291
和歌山県,和歌山市,東釘貫丁,三丁目,67
和歌山県,和歌山市,東釘貫丁,一丁目,79
和歌山県,和歌山市,東釘貫丁,二丁目,94
和歌山県,和歌山市,東釘貫丁,,240
和歌山県,和歌山市,東田中,,461
和歌山県,海南市,東畑,,88
和歌山県,和歌山市,東布経丁,三丁目,10
和歌山県,和歌山市,東布経丁,六丁目,19
和歌山県,和歌山市,東布経丁,四丁目,117
和歌山県,和歌山市,東布経丁,二丁目,137
和歌山県,和歌山市,東布経丁,,283
和歌山県,みなべ町,東本庄,,745
和歌山県,紀美野町,東野,,71
和歌山県,田辺市,東陽,,1491
和歌山県,和歌山市,東旅篭町,,47
和歌山県,御坊市,湯川町丸山,,588
和歌山県,御坊市,湯川町財部,,2675
和歌山県,御坊市,湯川町小松原,,1330
和歌山県,御坊市,湯川町富安,,1772
和歌山県,和歌山市,藤田,,646
和歌山県,御坊市,藤田町吉田,,2769
和歌山県,御坊市,藤田町藤井,,848
和歌山県,海南市,藤白,,1211
和歌山県,和歌山市,頭陀寺,,88
和歌山県,紀美野町,動木,,1174
和歌山県,古座川町,洞尾,,11
和歌山県,和歌山市,道場町,,49
和歌山県,みなべ町,徳蔵,,251
和歌山県,白浜町,内ノ川,,588
和歌山県,和歌山市,内原,,4781
和歌山県,上富田町,南紀の台,,2490
和歌山県,和歌山市,南休賀町,,40
和歌山県,和歌山市,南牛町,,67
和歌山県,和歌山市,南細工町,,65
和歌山県,和歌山市,南材木丁,一丁目,38
和歌山県,和歌山市,南材木丁,三丁目,49
和歌山県,和歌山市,南材木丁,二丁目,121
和歌山県,和歌山市,南材木丁,,208
和歌山県,和歌山市,南雑賀町,,89
和歌山県,和歌山市,南出島,,1585
和歌山県,田辺市,南新町,,181
和歌山県,田辺市,南新万,,1120
和歌山県,和歌山市,南甚五兵衛丁,,121
和歌山県,和歌山市,南相生丁,,63
和歌山県,和歌山市,南大工町,,51
和歌山県,和歌山市,南田辺丁,,124
和歌山県,みなべ町,南道,,267
和歌山県,橋本市,南馬場,,27
和歌山県,橋本市,南馬場,,76
和歌山県,橋本市,南馬場,,76
和歌山県,橋本市,南馬場,,105
和歌山県,橋本市,南馬場,,161
和歌山県,橋本市,南馬場,,347
和歌山県,橋本市,南馬場,,792
和歌山県,紀美野町,南畑,,21
和歌山県,和歌山市,南畑,,259
和歌山県,新宮市,南桧杖,,19
和歌山県,和歌山市,南片原,一丁目,154
和歌山県,和歌山市,南片原,二丁目,545
和歌山県,和歌山市,南片原,,699
和歌山県,和歌山市,楠右衛門小路,,57
和歌山県,和歌山市,楠見中,,2575
和歌山県,和歌山市,楠本,,788
和歌山県,和歌山市,二筋目,,37
和歌山県,串本町,二色,,330
和歌山県,海南市,日方,,1421
和歌山県,海南市,日方,,2372
和歌山県,海南市,日方,,3793
和歌山県,和歌山市,日野,,28
和歌山県,和歌山市,祢宜,,965
和歌山県,和歌山市,納定,,776
和歌山県,海南市,馬場町,一丁目,45
和歌山県,海南市,馬場町,三丁目,45
和歌山県,海南市,馬場町,,90
和歌山県,新宮市,馬町,一丁目,22
和歌山県,新宮市,馬町,二丁目,36
和歌山県,新宮市,馬町,,58
和歌山県,紀美野町,梅本,,73
和歌山県,橋本市,柏原,,153
和歌山県,橋本市,柏原,,209
和歌山県,橋本市,柏原,,295
和歌山県,橋本市,柏原,,657
和歌山県,海南市,幡川,,580
和歌山県,和歌山市,畑屋敷榎丁,,10
和歌山県,和歌山市,畑屋敷円福院西ノ丁,,39
和歌山県,和歌山市,畑屋敷円福院東ノ丁,,20
和歌山県,和歌山市,畑屋敷葛屋丁,,19
和歌山県,和歌山市,畑屋敷雁木丁,,26
和歌山県,和歌山市,畑屋敷松ヶ枝丁,,52
和歌山県,和歌山市,畑屋敷新道丁,,115
和歌山県,和歌山市,畑屋敷西ノ丁,,113
和歌山県,和歌山市,畑屋敷千体仏丁,,21
和歌山県,和歌山市,畑屋敷袋町,,26
和歌山県,和歌山市,畑屋敷端ノ丁,,72
和歌山県,和歌山市,畑屋敷東ノ丁,,33
和歌山県,和歌山市,畑屋敷兵庫ノ丁,,23
和歌山県,和歌山市,八番丁,,152
和歌山県,みなべ町,晩稲,,939
和歌山県,新宮市,磐盾,,492
和歌山県,紀美野町,樋下,,60
和歌山県,和歌山市,尾崎丁,,49
和歌山県,和歌山市,尾崎丁,,221
和歌山県,和歌山市,美園町,三丁目,106
和歌山県,和歌山市,美園町,四丁目,137
和歌山県,和歌山市,美園町,,144
和歌山県,和歌山市,美園町,五丁目,151
和歌山県,和歌山市,美園町,三丁目,252
和歌山県,和歌山市,美園町,,646
和歌山県,橋本市,彦谷,,198
和歌山県,串本町,姫,,208
和歌山県,白浜町,富田,,973
和歌山県,和歌山市,布引,,1931
和歌山県,和歌山市,布施屋,,2460
和歌山県,和歌山市,府中,,1613
和歌山県,新宮市,浮島,,224
和歌山県,田辺市,伏莵野,,97
和歌山県,紀美野町,福井,,304
和歌山県,和歌山市,福町,,102
和歌山県,紀美野町,福田,,328
和歌山県,和歌山市,福島,,3311
和歌山県,田辺市,福路町,,64
和歌山県,田辺市,文里,一丁目,807
和歌山県,田辺市,文里,二丁目,809
和歌山県,田辺市,文里,,1616
和歌山県,白浜町,平,,197
和歌山県,古座川町,平井,,89
和歌山県,和歌山市,平井,,566
和歌山県,和歌山市,平岡,,319
和歌山県,田辺市,平瀬,,131
和歌山県,和歌山市,米屋町,,88
和歌山県,海南市,別院,,229
和歌山県,海南市,別所,,112
和歌山県,新宮市,別当屋敷町,,67
和歌山県,和歌山市,片岡町,二丁目,106
和歌山県,和歌山市,片岡町,一丁目,140
和歌山県,和歌山市,片岡町,,246
和歌山県,田辺市,片町,,105
和歌山県,和歌山市,弁財天丁,,222
和歌山県,白浜町,保呂,,181
和歌山県,田辺市,宝来町,,437
和歌山県,田辺市,芳養松原,一丁目,705
和歌山県,田辺市,芳養松原,二丁目,878
和歌山県,田辺市,芳養松原,,1583
和歌山県,田辺市,芳養町,,1539
和歌山県,新宮市,蓬莱,二丁目,188
和歌山県,新宮市,蓬莱,一丁目,225
和歌山県,新宮市,蓬莱,三丁目,336
和歌山県,新宮市,蓬莱,,749
和歌山県,新宮市,蜂伏,,50
和歌山県,新宮市,蜂伏,,108
和歌山県,新宮市,蜂伏,,838
和歌山県,新宮市,蜂伏,,996
和歌山県,和歌山市,北,,755
和歌山県,和歌山市,北ノ新地,,13
和歌山県,和歌山市,北ノ新地榎丁,,22
和歌山県,和歌山市,北ノ新地下六軒丁,,15
和歌山県,和歌山市,北ノ新地上六軒丁,,31
和歌山県,和歌山市,北ノ新地中六軒丁,,30
和歌山県,和歌山市,北ノ新地田町,,37
和歌山県,和歌山市,北ノ新地東ノ丁,,23
和歌山県,和歌山市,北休賀町,,56
和歌山県,和歌山市,北牛町,,149
和歌山県,和歌山市,北細工町,,113
和歌山県,和歌山市,北坂ノ上丁,,144
和歌山県,和歌山市,北出島,,223
和歌山県,和歌山市,北出島,,3047
和歌山県,和歌山市,北新,三丁目,16
和歌山県,和歌山市,北新,二丁目,42
和歌山県,和歌山市,北新,一丁目,136
和歌山県,和歌山市,北新,,194
和歌山県,和歌山市,北新桶屋町,,97
和歌山県,和歌山市,北新金屋丁,,112
和歌山県,和歌山市,北新元金屋丁,,73
和歌山県,和歌山市,北新戎ノ丁,,39
和歌山県,和歌山市,北新中ノ丁,,77
和歌山県,田辺市,北新町,,89
和歌山県,和歌山市,北新博労町,,101
和歌山県,和歌山市,北甚五兵衛丁,,46
和歌山県,海南市,北赤坂,,524
和歌山県,和歌山市,北中間町,,148
和歌山県,和歌山市,北中島,,664
和歌山県,和歌山市,北汀丁,,165
和歌山県,和歌山市,北釘貫丁,,15
和歌山県,和歌山市,北田辺丁,,142
和歌山県,和歌山市,北土佐丁,,187
和歌山県,和歌山市,北島,,2736
和歌山県,みなべ町,北道,,146
和歌山県,みなべ町,北道,,444
和歌山県,橋本市,北馬場,,194
和歌山県,紀美野町,北野,,12
和歌山県,和歌山市,北野,,3473
和歌山県,和歌山市,卜半町,,54
和歌山県,和歌山市,堀止西,一丁目,324
和歌山県,和歌山市,堀止東,二丁目,271
和歌山県,和歌山市,堀止東,一丁目,450
和歌山県,和歌山市,堀止東,,721
和歌山県,和歌山市,堀止南ノ丁,,352
和歌山県,和歌山市,堀止南ノ丁,二丁目,748
和歌山県,田辺市,本宮町下湯川,,78
和歌山県,田辺市,本宮町皆瀬川,,23
和歌山県,田辺市,本宮町皆地,,38
和歌山県,田辺市,本宮町皆地,,66
和歌山県,田辺市,本宮町久保野,,11
和歌山県,田辺市,本宮町久保野,,46
和歌山県,田辺市,本宮町曲川,,10
和歌山県,田辺市,本宮町高山,,62
和歌山県,田辺市,本宮町三越,,14
和歌山県,田辺市,本宮町三越,,14
和歌山県,田辺市,本宮町三越,,21
和歌山県,田辺市,本宮町耳打,,19
和歌山県,田辺市,本宮町小々森,,34
和歌山県,田辺市,本宮町小津荷,,33
和歌山県,田辺市,本宮町上切原,,61
和歌山県,田辺市,本宮町上大野,,111
和歌山県,田辺市,本宮町請川,,21
和歌山県,田辺市,本宮町請川,,44
和歌山県,田辺市,本宮町請川,,68
和歌山県,田辺市,本宮町静川,,14
和歌山県,田辺市,本宮町静川,,17
和歌山県,田辺市,本宮町静川,,20
和歌山県,田辺市,本宮町静川,,40
和歌山県,田辺市,本宮町切畑,,18
和歌山県,田辺市,本宮町切畑,,84
和歌山県,田辺市,本宮町川湯,,50
和歌山県,田辺市,本宮町大居,,65
和歌山県,田辺市,本宮町大居,,162
和歌山県,田辺市,本宮町大居,,164
和歌山県,田辺市,本宮町大津荷,,23
和歌山県,田辺市,本宮町田代,,17
和歌山県,田辺市,本宮町渡瀬,,94
和歌山県,田辺市,本宮町土河屋,,33
和歌山県,田辺市,本宮町湯峰,,50
和歌山県,田辺市,本宮町武住,,15
和歌山県,田辺市,本宮町伏拝,,32
和歌山県,田辺市,本宮町伏拝,,35
和歌山県,田辺市,本宮町伏拝,,84
和歌山県,田辺市,本宮町伏拝,,103
和歌山県,田辺市,本宮町本宮,,79
和歌山県,田辺市,本宮町本宮,,106
和歌山県,田辺市,本宮町本宮,,133
和歌山県,田辺市,本宮町本宮,,164
和歌山県,田辺市,本宮町野竹,,10
和歌山県,田辺市,本宮町檜葉,,62
和歌山県,和歌山市,本町,二丁目,28
和歌山県,和歌山市,本町,六丁目,50
和歌山県,和歌山市,本町,三丁目,58
和歌山県,和歌山市,本町,四丁目,73
和歌山県,和歌山市,本町,五丁目,95
和歌山県,田辺市,本町,,119
和歌山県,和歌山市,本町,八丁目,129
和歌山県,和歌山市,本町,九丁目,256
和歌山県,和歌山市,本町,,689
和歌山県,和歌山市,本渡,,198
和歌山県,和歌山市,本脇,,2290
和歌山県,田辺市,末広町,,483
和歌山県,和歌山市,万町,,65
和歌山県,和歌山市,満屋,,440
和歌山県,有田市,箕島,,2280
和歌山県,紀美野町,箕六,,31
和歌山県,和歌山市,湊,二丁目,345
和歌山県,和歌山市,湊,三丁目,349
和歌山県,和歌山市,湊,四丁目,411
和歌山県,和歌山市,湊,一丁目,445
和歌山県,和歌山市,湊,五丁目,504
和歌山県,和歌山市,湊,,656
和歌山県,和歌山市,湊,,672
和歌山県,田辺市,湊,,758
和歌山県,田辺市,湊,,758
和歌山県,和歌山市,湊,,2054
和歌山県,和歌山市,湊桶屋町,,51
和歌山県,和歌山市,湊御殿,三丁目,248
和歌山県,和歌山市,湊御殿,二丁目,592
和歌山県,和歌山市,湊御殿,一丁目,596
和歌山県,和歌山市,湊御殿,,1436
和歌山県,和歌山市,湊紺屋町,,80
和歌山県,和歌山市,湊紺屋町,一丁目,166
和歌山県,和歌山市,湊紺屋町,三丁目,242
和歌山県,和歌山市,湊紺屋町,一丁目,435
和歌山県,和歌山市,湊紺屋町,,843
和歌山県,和歌山市,湊通丁南,,163
和歌山県,和歌山市,湊通丁北,,26
和歌山県,和歌山市,湊通丁北,,48
和歌山県,和歌山市,湊北町,二丁目,47
和歌山県,和歌山市,湊北町,一丁目,60
和歌山県,和歌山市,湊北町,三丁目,119
和歌山県,和歌山市,湊北町,,226
和歌山県,和歌山市,湊本町,一丁目,32
和歌山県,和歌山市,湊本町,三丁目,73
和歌山県,和歌山市,湊本町,,105
和歌山県,紀美野町,蓑垣内,,27
和歌山県,紀美野町,蓑津呂,,32
和歌山県,海南市,椋木,,323
和歌山県,御坊市,名屋,,84
和歌山県,御坊市,名屋町一丁目,,135
和歌山県,御坊市,名屋町三丁目,,92
和歌山県,御坊市,名屋町二丁目,,13
和歌山県,海南市,名高,,1616
和歌山県,御坊市,名田町上野,,588
和歌山県,御坊市,名田町楠井,,540
和歌山県,御坊市,名田町野島,,1319
和歌山県,和歌山市,明王寺,,438
和歌山県,古座川町,明神,,92
和歌山県,御坊市,明神川,,122
和歌山県,田辺市,明洋,一丁目,701
和歌山県,田辺市,明洋,三丁目,771
和歌山県,田辺市,明洋,二丁目,860
和歌山県,田辺市,明洋,,2332
和歌山県,和歌山市,鳴神,,3913
和歌山県,田辺市,面川,,23
和歌山県,海南市,孟子,,345
和歌山県,和歌山市,毛革屋丁,,48
和歌山県,和歌山市,毛見,,221
和歌山県,和歌山市,毛見,,2926
和歌山県,紀美野町,毛原下,,44
和歌山県,紀美野町,毛原宮,,124
和歌山県,紀美野町,毛原上,,41
和歌山県,紀美野町,毛原中,,66
和歌山県,和歌山市,網屋町,,110
和歌山県,新宮市,木ノ川,,446
和歌山県,和歌山市,木ノ本,,396
和歌山県,和歌山市,木ノ本,,10813
和歌山県,和歌山市,木広町,四丁目,99
和歌山県,和歌山市,木広町,二丁目,122
和歌山県,和歌山市,木広町,五丁目,239
和歌山県,和歌山市,木広町,,460
和歌山県,田辺市,木守,,80
和歌山県,海南市,木津,,427
和歌山県,和歌山市,木枕,,342
和歌山県,田辺市,目良,,1311
和歌山県,橋本市,野,,32
和歌山県,橋本市,野,,140
和歌山県,橋本市,野,,179
和歌山県,橋本市,野,,194
和歌山県,橋本市,野,,275
和歌山県,橋本市,野,,279
和歌山県,橋本市,野,,1099
和歌山県,有田市,野,,1114
和歌山県,御坊市,野口,,1044
和歌山県,和歌山市,野崎,,1389
和歌山県,海南市,野上新,,318
和歌山県,海南市,野上中,,661
和歌山県,海南市,野尻,,132
和歌山県,紀美野町,野中,,133
和歌山県,新宮市,野田,,333
和歌山県,橋本市,矢倉脇,,94
和歌山県,橋本市,矢倉脇,,160
和歌山県,橋本市,矢倉脇,,254
和歌山県,和歌山市,矢田,,153
和歌山県,新宮市,薬師町,,79
和歌山県,和歌山市,薬勝寺,,78
和歌山県,和歌山市,柳丁,,67
和歌山県,和歌山市,友田町,,52
和歌山県,和歌山市,有家,,2878
和歌山県,和歌山市,有田屋町南ノ丁,,105
和歌山県,和歌山市,有本,,1823
和歌山県,和歌山市,有本,,4264
和歌山県,和歌山市,雄松町,一丁目,31
和歌山県,和歌山市,雄松町,二丁目,40
和歌山県,和歌山市,雄松町,三丁目,43
和歌山県,和歌山市,雄松町,四丁目,87
和歌山県,和歌山市,雄松町,六丁目,120
和歌山県,和歌山市,雄松町,五丁目,156
和歌山県,和歌山市,雄松町,,477
和歌山県,和歌山市,里,,468
和歌山県,串本町,里川,,8
和歌山県,すさみ町,里野,,109
和歌山県,古座川町,立合,,21
和歌山県,田辺市,龍神村安井,,265
和歌山県,田辺市,龍神村宮代,,248
和歌山県,田辺市,龍神村広井原,,113
和歌山県,田辺市,龍神村甲斐ノ川,,173
和歌山県,田辺市,龍神村小家,,112
和歌山県,田辺市,龍神村小又川,,74
和歌山県,田辺市,龍神村西,,159
和歌山県,田辺市,龍神村丹生ノ川,,36
和歌山県,田辺市,龍神村殿原,,164
和歌山県,田辺市,龍神村東,,241
和歌山県,田辺市,龍神村湯ノ又,,134
和歌山県,田辺市,龍神村福井,,439
和歌山県,田辺市,龍神村柳瀬,,469
和歌山県,田辺市,龍神村龍神,,124
和歌山県,新宮市,緑ケ丘,二丁目,131
和歌山県,新宮市,緑ケ丘,三丁目,141
和歌山県,新宮市,緑ケ丘,一丁目,510
和歌山県,新宮市,緑ケ丘,,782
和歌山県,海南市,冷水,,408
和歌山県,和歌山市,鈴丸丁,,69
和歌山県,橋本市,恋野,,131
和歌山県,橋本市,恋野,,269
和歌山県,橋本市,恋野,,282
和歌山県,和歌山市,六十谷,,6758
和歌山県,和歌山市,六番丁,,253
和歌山県,和歌山市,和歌浦西,二丁目,78
和歌山県,和歌山市,和歌浦西,一丁目,575
和歌山県,和歌山市,和歌浦西,,653
和歌山県,和歌山市,和歌浦中,三丁目,273
和歌山県,和歌山市,和歌浦中,二丁目,410
和歌山県,和歌山市,和歌浦中,一丁目,418
和歌山県,和歌山市,和歌浦中,,1101
和歌山県,和歌山市,和歌浦東,四丁目,220
和歌山県,和歌山市,和歌浦東,一丁目,887
和歌山県,和歌山市,和歌浦東,二丁目,1142
和歌山県,和歌山市,和歌浦東,三丁目,1261
和歌山県,和歌山市,和歌浦東,,3510
和歌山県,和歌山市,和歌浦南,一丁目,219
和歌山県,和歌山市,和歌浦南,二丁目,476
和歌山県,和歌山市,和歌浦南,三丁目,534
和歌山県,和歌山市,和歌浦南,,1229
和歌山県,和歌山市,和歌川町,,991
和歌山県,和歌山市,和佐関戸,,634
和歌山県,和歌山市,和佐中,,808
和歌山県,串本町,和深,,730
和歌山県,すさみ町,和深川,,29
和歌山県,田辺市,和田,,77
和歌山県,和歌山市,和田,,1981
和歌山県,和歌山市,屏風丁,,17
和歌山県,串本町,鬮野川,,167
和歌山県,串本町,鬮野川,,223
